ensembl_gene	chrom	start	end
RNU6-705P	5	181301967	181302070
RNU4-56P	3	39970125	39970266
MIR572	4	11368827	11368921
AL591806.3	1	161141208	161141336
Metazoa_SRP	4	9711953	9712233
RNA5SP93	2	56235217	56235330
RN7SL650P	14	21429508	21429806
MIR6508	21	39447010	39447069
RN7SL453P	10	47692399	47692727
MIR6804	19	55230885	55230952
MIR656	14	101066724	101066801
Y_RNA	18	56753226	56753326
RN7SL216P	3	25020166	25020463
RNU6-208P	16	71666091	71666197
RNU7-7P	X	38608215	38608276
RN7SL861P	1	162777730	162778014
MIR3908	12	123536409	123536534
VTRNA2-2P	2	65555432	65555534
AC106873.4	7	116959593	116959805
MIR4494	12	47364186	47364269
RN7SL726P	9	70579163	70579461
U1	CHR_HSCHR6_MHC_SSTO_CTG1	32539820	32539971
RNU6-495P	22	41377177	41377283
RNA5-8SN3	21	8395607	8395759
MIR5579	11	79422169	79422226
AC134026.1	3	154329716	154329819
RNU6-1047P	3	127240968	127241074
RNU6-831P	18	3894699	3894805
RN7SL323P	8	56022019	56022313
MIR4681	10	119377972	119378043
RN7SL712P	X	115992466	115992773
RNU6-1195P	4	41113942	41114045
SNORA75	2	231455800	231455936
RNU6-1267P	17	30288071	30288177
AL021155.3	1	11843812	11843984
AL121924.1	20	5121417	5121539
RNA5SP458	CHR_HSCHR18_1_CTG1_1	50319002	50319120
MIR6507	10	98924499	98924568
U1	CHR_HSCHR6_MHC_QBL_CTG1	32485042	32485188
SNORA70	21	9907916	9908010
Y_RNA	8	38744020	38744131
RNU6-1277P	14	37827798	37827904
MIR8067	15	62304658	62304734
MIR7856	1	86357632	86357687
RN7SL246P	12	45874035	45874330
AP003063.1	11	112602354	112602452
STKLD1	CHR_HG2030_PATCH	133376514	133406244
RNU6-193P	10	34942969	34943075
RNU6-792P	1	111490317	111490423
RN7SL67P	12	19303480	19303775
RNU6-1303P	9	77635203	77635309
RNU6-742P	18	57755394	57755500
Metazoa_SRP	3	186076306	186076591
RNU6-154P	X	116400848	116400953
RN7SL19P	8	70654578	70654883
AL136367.1	9	87260450	87260585
Metazoa_SRP	2	42511570	42511851
RNU7-185P	9	8797135	8797194
RNU1-125P	16	3069523	3069651
U8	12	103592112	103592243
RNU6-717P	12	133238335	133238438
RNU6-53P	13	28703702	28703807
SNORD48	CHR_HSCHR6_MHC_APD_CTG1	31902285	31902347
Y_RNA	11	70705167	70705269
RNU4-87P	4	165252580	165252661
RNU6-530P	7	79343266	79343372
Y_RNA	4	82944738	82944845
Y_RNA	5	65123369	65123474
RN7SL200P	6	34685355	34685642
Y_RNA	11	118994560	118994655
AC114940.2	5	106546665	106546803
Y_RNA	16	14275508	14275600
RNU4ATAC15P	9	33174170	33174295
SNORD71	16	71758402	71758487
RNA5SP327	10	110761142	110761242
Metazoa_SRP	7	128483907	128484158
RNA5SP290	9	99145840	99145966
Y_RNA	2	61928634	61928704
RN7SL748P	6	36522191	36522501
RNA5-8SP2	16	34162959	34163110
RNU6-68P	13	46410454	46410557
AL049745.1	1	53771018	53771153
AP006285.2	CHR_HSCHR11_1_CTG6	1586202	1591699
Y_RNA	GL000195.1	37434	37534
AL031428.2	1	23057858	23057934
KLF13	CHR_HSCHR15_4_CTG8	31478417	31529455
AL049766.2	20	49278427	49278624
U2	14	75270700	75270780
RN7SKP38	2	218500729	218501037
RNA5SP406	16	35734393	35734504
MIR6740	1	202003124	202003236
AL132709.3	14	100977389	100977466
RN7SL15P	X	41345576	41345876
RNU6-562P	X	75202703	75202809
RNU6-24P	17	76337316	76337422
MIR6769B	1	206474803	206474864
RN7SL285P	6	37832922	37833185
RNU6-640P	2	86515204	86515308
SNORD116-5	15	25062333	25062427
RNA5SP40	1	9437669	9437778
MIR7851	12	42323700	42323859
RNA5SP350	11	111040098	111040208
RNU1-5P	1	16873708	16873851
RNU6V	1	109591534	109591640
RNA5SP525	X	151026295	151026406
MIR134	14	101054687	101054759
Metazoa_SRP	15	75120265	75120562
RNU6ATAC24P	3	195523087	195523221
AC092630.1	2	72760534	72760602
RN7SL542P	7	21215537	21215830
MIR548W	16	26025237	26025310
Y_RNA	15	49137762	49137863
RNU6-1065P	17	10857899	10858004
AL669914.3	6	30035916	30035983
MIR328	16	67202321	67202395
Y_RNA	1	211803017	211803104
SNORD115-45	15	25264510	25264590
MIR6777	17	17813480	17813545
RN7SL607P	20	20738433	20738731
RN7SL191P	X	131134086	131134390
AC090227.1	18	49814361	49814443
MIR7515	2	6650373	6650439
RNY3P3	13	78355227	78355328
SNORD116-6	15	25065026	25065121
MIR1471	2	231892242	231892298
U8	8	71815494	71815625
RN7SKP261	12	80343515	80343792
RNA5SP435	17	6600944	6601051
RN7SL868P	5	149722070	149722372
MIR99A	21	16539089	16539169
RN7SL199P	17	46537534	46537814
RNU6-537P	1	11152350	11152452
SNORD36A	9	133350456	133350528
MIR6070	21	43609887	43609989
Y_RNA	6	137784374	137784486
7SK	1	149290513	149290762
Y_RNA	19	56316524	56316636
RNU4-14P	5	140397323	140397444
MIR1306	22	20086058	20086142
AC090958.3	CHR_HSCHR3_1_CTG1	11844908	11846845
RNU6-1121P	10	114969460	114969568
U2	17	43284139	43284329
RNU6-167P	18	31345362	31345467
MIR548A2	6	135239160	135239256
SNORD3D	17	19112420	19112636
Y_RNA	14	58441844	58441992
AC122179.1	11	9578028	9578131
MIR96	7	129774692	129774769
AC012314.25	CHR_HSCHR19LRC_PGF2_CTG3_1	54160649	54173691
RNU5F-2P	1	179576268	179576349
SURF2	CHR_HG2030_PATCH	133356698	133361306
RNVU1-18	1	143729407	143729570
MIR548AO	8	41271048	41271143
RNU6-388P	7	33001950	33002054
AC016596.2	5	56000518	56000621
AL391314.1	10	12415928	12416000
MIR5681B	8	74548550	74548609
RNU7-59P	11	77566934	77566994
MIR6844	8	124508515	124508576
SNORA70	X	154400281	154400415
Vault	2	206007880	206007974
MIR548AU	9	93594841	93594894
CR759763.2	CHR_HSCHR6_MHC_MCF_CTG1	30139580	30139683
MIR507	X	147230984	147231077
SNORD41	19	12706449	12706518
RNU7-73P	3	37573151	37573213
AC008810.1	5	40790077	40790204
RNU6-791P	1	222503632	222503735
VSTM1	CHR_HSCHR19LRC_LRC_T_CTG3_1	54040833	54063953
RNU7-194P	4	150209706	150209768
RNA5SP78	1	229549905	229550022
RNU6-1265P	1	14124233	14124335
RN7SL496P	7	39888375	39888664
RNA5SP64	1	166042244	166042350
RNU6ATAC30P	14	49684544	49684665
AC012354.7	2	44940045	44940245
RN7SL197P	20	49721949	49722247
RNU5E-3P	4	48574453	48574520
RNU6-1045P	2	191370938	191371044
RN7SL354P	15	50688900	50689193
AC133550.1	16	28881480	28881607
RN7SL523P	14	100319073	100319370
RNU6-1038P	18	21879801	21879904
RNA5SP59	1	144701050	144701159
Y_RNA	4	157768013	157768113
Y_RNA	12	7800361	7800467
RNU6-573P	4	35495898	35496003
RNU1-104P	12	127321355	127321529
RNU6-1329P	12	92952639	92952745
RNU6-1133P	6	31083010	31083109
MIR3675	1	16858949	16859021
U6	12	45554590	45554659
AC010336.7	19	7886977	7887096
SNORA72	8	98042086	98042217
RNA5SP278	8	140940562	140940663
Y_RNA	3	41868998	41869095
SCARNA14	15	66347207	66347342
SNORA70I	2	214846947	214847081
RN7SL702P	Y	12273473	12273764
MIR604	10	29545004	29545097
SNORA58B	1	154259727	154259862
SNORD100	6	132816802	132816877
AC012531.4	12	53968002	53968178
Y_RNA	11	8877417	8877518
RN7SL577P	15	49042341	49042643
MIR8070	11	11783135	11783222
VSTM1	CHR_HSCHR19LRC_COX1_CTG3_1	54040833	54063953
RNU6-86P	9	87998229	87998335
RN7SKP182	18	39016047	39016344
Y_RNA	16	15150697	15150796
AL109925.6	1	63549133	63549216
MIR34C	11	111513439	111513515
AC090571.1	8	42043504	42043575
RNU6-254P	12	19445949	19446055
AC171558.1	KI270727.1	386278	387620
RNU5E-7P	2	15864935	15865051
RNU6-1258P	CHR_HSCHR14_7_CTG1	93437400	93437510
MIR17	13	91350605	91350688
RNA5SP332	11	14134986	14135100
AC112497.2	X	15702602	15703243
RNU6-470P	17	43412427	43412530
RNU6-55P	CHR_HSCHR13_1_CTG3	18869185	18869291
OSCAR	CHR_HSCHR19LRC_COX1_CTG3_1	54094681	54102740
MIR4504	14	50299855	50299946
RNU6-1009P	12	64204793	64204899
Y_RNA	1	51107222	51107331
AP000577.1	11	74252414	74252552
MIR5701-1	15	20940252	20940333
U1	CHR_HSCHR6_MHC_MANN_CTG1	32720817	32720965
RNA5SP312	10	47532352	47532467
RNA5SP471	19	31655356	31655461
RNA5SP173	4	178406695	178406830
MIR4509-3	15	28490752	28490845
ST13P19	CHR_HG1832_PATCH	210265636	210267241
TARM1	CHR_HSCHR19LRC_LRC_I_CTG3_1	54069947	54081380
U6	CHR_HSCHR5_2_CTG1_1	69530371	69530475
RNU1-18P	6	122211648	122211811
MIR7-2	15	88611825	88611934
SNORD36B	CHR_HG2030_PATCH	133350243	133350316
Y_RNA	4	39710085	39710176
MIR635	17	68424451	68424548
AL137060.2	13	50068107	50068164
RNU6-914P	8	98192205	98192313
U7	15	90076424	90076486
MIR8083	1	153689705	153689793
RNU6-146P	X	3607258	3607365
MIR1268B	17	80098828	80098877
RNU6-720P	3	149917342	149917449
MIR5698	1	154104521	154104592
AL356608.2	10	103027336	103027498
Y_RNA	2	128067800	128067901
MIR6878	1	150492345	150492410
RNA5SP183	5	55777469	55777587
MIR5695	19	12920320	12920404
MIR4259	1	159899979	159900079
RNU6-405P	17	16691798	16691907
SNORA62	4	67747236	67747386
RN7SKP282	Y	7324297	7324595
MIR3119-1	1	170151378	170151462
MIR515-1	19	53679003	53679085
TFPT	CHR_HSCHR19LRC_LRC_T_CTG3_1	54107066	54115801
RNU6-1189P	X	47087506	47087612
RN7SL165P	1	26814822	26815112
RNU7-111P	15	89897576	89897637
RN7SKP73	5	5126046	5126337
MIR6758	12	57512688	57512750
MIR520A	19	53690881	53690965
RN7SL38P	12	24706788	24707083
SNORD116-15	15	25081287	25081378
MIR8071-1	14	105621116	105621180
Y_RNA	CHR_HSCHR6_MHC_SSTO_CTG1	31487449	31487550
RN7SL364P	19	46688797	46689068
MIR4782	2	113721290	113721368
AL591387.1	6	103583135	103583268
RN7SL470P	2	70075014	70075272
MIR6782	17	44207771	44207839
RNU6-527P	6	106607716	106607819
Y_RNA	7	4811188	4811289
MIR6888	2	159186835	159186901
MIR7704	2	176188843	176188901
RNU6-788P	3	23641489	23641592
RN7SL329P	8	125270604	125270902
RN7SL697P	X	154495815	154496113
SNORD114-24	14	100984777	100984848
MIR125B2	21	16590237	16590325
MIR646	20	60308474	60308567
AC093826.2	4	129041766	129041877
RNU7-137P	20	18095571	18095632
RNU6-867P	X	76244968	76245074
MIR4791	3	19314848	19314931
SNORA29	6	159785594	159785733
RNU6-778P	1	199888159	199888261
MIR4290	9	90023441	90023535
MIR1255B2	1	167998660	167998726
RNU6-1024P	3	15433110	15433216
MIR4442	3	25664873	25664939
MIR1295A	1	171101728	171101806
MIR6081	9	95065350	95065446
RNA5SP48	1	51973410	51973535
Z99774.2	22	26672164	26672248
5S_rRNA	CHR_HSCHR6_MHC_MCF_CTG1	32154947	32155067
MIR581	5	53951504	53951599
SNORD14B	11	17075779	17075868
MIR215	1	220117853	220117962
MIR514A3	X	147284641	147284728
RNU7-129P	18	12400412	12400473
RNU7-87P	13	66630715	66630776
AL732371.1	X	17044380	17044511
MIR3660	5	90016621	90016720
MIR4675	10	20551970	20552046
SNORD15B	11	75404421	75404566
MIR6780B	6	43434542	43434620
MIR4690	11	65636310	65636369
AL034351.5	CHR_HG1832_PATCH	210362861	210366948
RNA5SP30	13	57991350	57991464
AC244035.3	1	206080239	206080324
RNU6-499P	4	82174547	82174653
RNU6-680P	5	75709495	75709599
MIR29C	1	207801852	207801939
MIR1252	12	79419257	79419321
MIR30C2	6	71376960	71377031
RNU6-943P	11	7889182	7889279
RNU6-1130P	X	130310072	130310178
RN7SL362P	18	13715102	13715368
MIR6765	14	105150778	105150864
MIR4753	1	235190034	235190116
RNA5SP484	20	40854119	40854229
RN7SKP39	10	28442575	28442896
SNORD117	CHR_HSCHR6_MHC_QBL_CTG1	31526642	31526717
MIRLET7A2	11	122146522	122146593
AP001825.3	11	84890744	84890961
MIR212	17	2050271	2050380
RNA5SP307	10	26509589	26509704
MIR6754	11	71473503	71473568
AC009951.1	2	144520456	144520555
Y_RNA	16	66550457	66550567
MIR301A	17	59151136	59151221
RN7SL811P	6	44209766	44210063
RNVU1-14	1	145281116	145281279
AC008534.2	5	94877599	94877777
MIR4316	17	77396984	77397054
MIR4498	12	120155434	120155499
RNU7-192P	4	188716665	188716725
U1	CHR_HSCHR6_MHC_DBB_CTG1	32546409	32546557
RNU6-185P	15	87474183	87474289
RN7SKP223	7	138091254	138091315
MIR519C	19	53686469	53686555
RNU4-59P	1	92700819	92700934
MIR4705	13	102045934	102046004
RNU1-56P	X	71020275	71020438
Y_RNA	5	180909838	180909927
RN7SKP119	2	47359505	47359777
MIR521-1	19	53748636	53748722
RNU6-812P	2	78882628	78882734
RNA5SP310	10	45856307	45856422
MIR3130-1	2	206783234	206783308
MIR382	14	101054306	101054381
RNA5SP24	13	19088487	19088581
AC034186.1	3	8931506	8931631
Y_RNA	1	185634073	185634182
MIR1294	5	154347106	154347247
MIR4711	1	59733227	59733296
RNU6-415P	15	78898840	78898936
RNU2-31P	3	159808416	159808570
MIR4509-1	15	23197827	23197920
RNU6-467P	17	20323001	20323110
AC112497.1	X	15716208	15716346
SNORD114-7	14	100963054	100963130
AL138691.1	13	112052078	112052138
RN7SL684P	5	176547433	176547726
RN7SKP151	11	13353208	13353523
AC091825.1	5	142318047	142318167
SNORD25	11	62855564	62855632
U3	X	69692956	69693155
RN7SL305P	22	31981147	31981427
SNORA4	3	186787612	186787749
RN7SKP156	1	188155839	188156180
RNU6-94P	15	50347423	50347529
AC011043.1	GL000195.1	42939	49164
RNA5SP500	X	28982852	28982970
RNA5SP148	3	178429197	178429290
Y_RNA	9	33830978	33831078
AC051649.3	11	1996540	1996610
RNA5SP47	1	44932323	44932431
RNU6-1218P	8	30043801	30043908
SNORA59A	1	12507246	12507397
RNU6-1135P	11	87606783	87606885
RN7SL132P	7	34753424	34753719
SNORA44	1	28580381	28580512
RN7SL678P	21	37215605	37215903
AL096828.4	20	63102142	63102259
AC213203.2	KI270713.1	31698	32528
Y_RNA	7	115207894	115207996
Y_RNA	2	43620878	43620984
RNA5SP416	16	35751574	35751684
AC020634.1	3	123814077	123814207
NLRP7	CHR_HSCHR19LRC_COX1_CTG3_1	54852540	54876536
Y_RNA	19	11408772	11408880
U1	CHR_HSCHR6_MHC_MANN_CTG1	32549943	32550090
Metazoa_SRP	10	101912998	101913279
Y_RNA	12	42454720	42454821
RN7SL725P	Y	25458926	25459184
RNU6-284P	4	164620732	164620837
U3	7	148389645	148389859
Y_RNA	CHR_HSCHR6_MHC_COX_CTG1	31766178	31766266
RN7SL619P	19	13815062	13815319
RNU6-1046P	14	23259460	23259566
U6	CHR_HSCHR17_7_CTG4	36405198	36405304
Y_RNA	6	106454828	106454929
SNORD116-25	15	25097663	25097754
AL031591.1	22	27922022	27922178
AL034351.2	CHR_HG1832_PATCH	210462345	210463012
Y_RNA	15	44843612	44843724
RNU6-319P	9	15431899	15432006
Y_RNA	4	119947131	119947232
Y_RNA	1	202070841	202070943
SNORA74D	5	139276180	139276320
RNA5SP374	12	118829681	118829805
RNU1-87P	6	37915573	37915742
Metazoa_SRP	10	100666695	100667009
RNU6-1160P	9	96256216	96256319
RNU6ATAC23P	X	139885481	139885603
RNU6-42P	3	196784980	196785086
Y_RNA	12	112069104	112069209
RNU6-329P	9	102256604	102256710
RN7SKP134	12	14553702	14553970
AC012314.23	CHR_HSCHR19LRC_LRC_T_CTG3_1	54115536	54131896
RN7SKP161	12	10084186	10084490
RNU6-617P	2	131602790	131602896
RN7SKP192	11	59706057	59706383
5_8S_rRNA	22	11249809	11249959
RNA5SP296	9	127841112	127841222
RN7SL629P	5	87294189	87294473
RNU4-78P	3	42221840	42221965
RNU6-28P	22	31479383	31479489
RNU6-565P	7	37351143	37351242
RNA5SP440	17	38731802	38731920
RN7SL189P	14	20963579	20963867
RN7SL35P	7	80318253	80318544
SCARNA23	X	24744441	24744570
RNU1-73P	5	97175950	97176113
Y_RNA	7	77041647	77041748
RNU6-1246P	1	72717663	72717769
RNU6-492P	9	107475036	107475139
RN7SL414P	2	45569199	45569492
SNORD70B	2	202278108	202278192
Y_RNA	6	149631437	149631549
NLRP2	CHR_HSCHR19LRC_LRC_S_CTG3_1	54972989	55008845
Y_RNA	2	52297995	52298096
RN7SL262P	X	49152651	49152944
SNORA73	18	21817624	21817828
MIR1277	X	118386394	118386471
RNA5SP108	2	161409554	161409670
RNU7-102P	8	69110513	69110574
RNU1-59P	1	149162783	149162944
RNA5SP451	18	21928985	21929094
RNU6-79P	13	72881108	72881214
AL671859.4	CHR_HSCHR6_MHC_COX_CTG1	30025770	30025837
MIR1912	X	114651544	114651623
U6	CHR_HSCHR15_1_CTG1	21428930	21429036
Y_RNA	4	140779039	140779141
RNU1-148P	8	24076997	24077158
SNORD66	3	184325696	184325771
RNA5S12	1	228634871	228634989
CR759960.2	CHR_HSCHR6_MHC_APD_CTG1	30028383	30028450
Y_RNA	6	30736304	30736414
U6	4	29510635	29510737
RN7SKP277	7	121736443	121736725
MIR1913	6	166509354	166509433
SNORD88B	19	50799032	50799122
Y_RNA	4	125362819	125362929
RNU6-907P	4	89130852	89130953
RNY1P2	13	102016953	102017069
SNORA74B	5	173020728	173020928
MIR4458	5	8460925	8460999
RNU6-820P	9	68935873	68935979
U6	CHR_HSCHR6_MHC_COX_CTG1	28916461	28916560
RNU6-819P	8	47131781	47131887
MIR7849	4	146408583	146408688
RNA5-8SN1	21	8439823	8439975
RN7SL48P	X	18915243	18915535
AL365219.1	6	51464690	51464765
RNU6-452P	10	27335501	27335607
RN7SKP234	3	174057641	174057864
U2	17	43266633	43266823
MIR3139	4	143343460	143343535
SCARNA4	1	155925958	155926086
Y_RNA	CHR_HSCHR15_4_CTG8	32326292	32326396
SNORA25B	7	115581315	115581442
RNU6-1115P	6	110856417	110856522
Metazoa_SRP	16	4756338	4756633
AC004386.3	X	74280402	74280495
SNORA62	16	69785994	69786113
MIR4797	3	197293878	197293948
U1	CHR_HSCHR15_3_CTG8	44893143	44893307
SNORA80D	7	6016877	6017011
RNU6-465P	1	120126974	120127074
Y_RNA	CHR_HSCHR6_MHC_QBL_CTG1	31653519	31653632
RN7SL378P	5	82078427	82078724
Y_RNA	2	85367585	85367686
RNU6-1297P	1	155419397	155419500
MIR6828	3	170423103	170423162
5_8S_rRNA	KI270442.1	217250	217401
RN7SL369P	14	67705954	67706252
MIR4439	2	225010461	225010540
AC073149.1	2	226968989	226969122
SNORD39	2	237869904	237869982
Metazoa_SRP	20	38711821	38712103
SNORD69	3	52692736	52692812
RNU6-817P	1	116413766	116413869
SNORA60	20	38449370	38449503
SNORD117	CHR_HSCHR6_MHC_SSTO_CTG1	31527123	31527198
RN7SL337P	19	14584095	14584395
MIR4778	2	66358249	66358328
AL391241.1	X	124197743	124197849
RNU6-713P	12	40554161	40554267
Metazoa_SRP	CHR_HSCHR6_MHC_QBL_CTG1	30740537	30740788
Y_RNA	19	46736312	46736419
MIR5192	2	62205826	62205917
Y_RNA	7	37435115	37435216
Metazoa_SRP	7	116320751	116321031
RNU6-393P	7	98794718	98794824
RNU6-646P	3	196708859	196708964
Y_RNA	7	103434994	103435092
MIR516A1	19	53756741	53756830
MIR508	X	147236913	147237027
Y_RNA	5	72768702	72768811
SNORA70	19	9819954	9820094
RN7SL664P	3	48094801	48095105
RNA5SP18	1	228647912	228648032
RNU6-811P	10	37135237	37135343
AL355480.2	1	45592722	45592814
MIR642B	19	45674932	45675008
RNU6-954P	21	13968489	13968595
Y_RNA	17	7266055	7266166
MIR223	X	66018870	66018979
Y_RNA	11	88099995	88100105
MIR181C	19	13874699	13874808
RNU6-937P	20	35928570	35928675
RNU6-313P	7	66344303	66344414
Y_RNA	15	66348276	66348375
U6	CHR_HSCHR10_1_CTG1	27315120	27315226
MIR3690	X	1293918	1293992
AL021395.2	20	43304555	43304679
Metazoa_SRP	22	40917111	40917381
AC044913.1	15	26008940	26009074
MIR338	17	81125883	81125949
RNU7-46P	2	98840675	98840736
RNU6-616P	X	134918310	134918416
RN7SL122P	1	32457835	32458135
Metazoa_SRP	11	118994334	118994630
MIR4669	9	134379411	134379472
RNU1-30P	3	126160283	126160445
MIR4729	17	59366083	59366154
Y_RNA	1	38950825	38950925
RNU6-949P	1	27675603	27675709
Y_RNA	12	122768099	122768200
RNU6-225P	22	20416797	20416899
MIR32	9	109046229	109046298
AL645729.1	1	28689665	28689794
AC073476.4	2	231768604	231768680
RN7SKP11	12	96427200	96427486
Y_RNA	2	236153071	236153172
MIR4510	15	35926856	35926923
RNU6-984P	9	109196201	109196309
RNU6-997P	2	53570374	53570480
Y_RNA	6	38565950	38566055
RNU6-836P	4	41084607	41084713
MIR24-1	9	95086021	95086088
RN7SL296P	3	33103008	33103306
SNORD27	13	21139886	21139957
MIR376C	14	101039690	101039755
RNU6-961P	2	20175805	20175909
RNY3	7	148983755	148983856
AC011295.2	CHR_HSCHR15_5_CTG8	82403250	82412947
RNU6ATAC41P	8	100739802	100739927
RNA5SP304	10	22997255	22997358
MIR3689D1	9	134849609	134849682
RN7SL169P	5	64539504	64539792
MIR4502	13	114273828	114273908
MIR7112	8	144262673	144262737
RNU6-818P	4	88201703	88201810
RNU6-209P	5	164935162	164935268
RNU4-24P	12	96303375	96303513
MIR2861	9	127785918	127786007
RNU6-325P	10	85537379	85537483
RNU6-842P	8	13044350	13044456
RNU6-479P	4	183653572	183653676
MIR5006	13	41568286	41568395
MIR548AA1	8	123348034	123348130
AC025362.1	17	64146337	64146471
RN7SKP34	5	87102603	87102846
Y_RNA	7	103433461	103433561
RNA5SP63	1	163509484	163509595
MIR3914-2	7	71307674	71307768
MIRLET7I	12	62603686	62603769
RNU6-184P	Y	16336283	16336389
Y_RNA	3	32045873	32045979
RNU6-1141P	10	21661635	21661741
RNA5SP404	16	9600097	9600228
MIR3683	7	7066964	7067045
VTRNA1-2	5	140718925	140719013
RNU6-475P	6	114866873	114866976
MIR9-2	5	88666853	88666939
RNU6-743P	20	43405473	43405578
MIR548L	11	94466495	94466580
Y_RNA	CHR_HSCHR6_MHC_MCF_CTG1	30814786	30814896
RN7SKP126	1	192875686	192875985
MIR548AJ1	6	132115192	132115263
RNU6-112P	4	88275205	88275308
AC104843.3	7	152592973	152593091
Y_RNA	4	121329069	121329170
Z97988.1	1	5564071	5564143
RNU7-124P	9	37936707	37936768
Metazoa_SRP	CHR_HSCHR17_1_CTG5	46833127	46833407
MIR8066	4	101240795	101240872
RNA5SP353	12	13440884	13441001
MIR7159	6	33899135	33899200
Y_RNA	X	123857062	123857163
MIR937	8	143812957	143813042
MIR3677	16	2270713	2270772
MIR548O2	20	38516563	38516632
Y_RNA	16	74463888	74463988
Y_RNA	2	200863152	200863247
AC011476.6	CHR_HSCHR19LRC_PGF2_CTG3_1	54643934	54650873
GP6	CHR_HSCHR19LRC_LRC_J_CTG3_1	55046861	55071420
RN7SKP244	4	88583666	88583972
MIR6069	22	35336721	35336799
MIR6864	17	4969702	4969771
RNA5SP158	4	38758791	38758892
SNORA72	3	160696929	160697060
AC009065.9	16	2155025	2155104
AL033538.1	22	27994474	27994654
RNA5SP475	20	15280764	15280873
U6	15	98026042	98026139
MIR6820	22	37967563	37967624
RDH13	CHR_HSCHR19LRC_COX1_CTG3_1	54973355	54992248
Metazoa_SRP	15	28524151	28524440
MIR365B	17	31575411	31575521
RNU6-457P	16	6873899	6874005
RN7SL472P	14	102077180	102077472
Y_RNA	1	248045788	248045889
RN7SKP178	2	205900630	205900958
MIR145	5	149430646	149430733
RN7SKP125	9	117276985	117277286
RNU6ATAC32P	8	54152807	54152882
MIR4433A	2	64340759	64340839
RN7SL334P	6	25031009	25031287
MIR7853	6	6169304	6169435
RN7SL489P	15	75268430	75268652
AL133467.6	14	95670441	95670577
U1	1	148522601	148522765
MIR1825	20	32237795	32237847
RNA5SP33	13	79389534	79389631
Y_RNA	4	2615124	2615224
RN7SL679P	1	26593243	26593546
MIR3609	7	98881650	98881729
U6	CHR_HSCHR19KIR_FH08_BAX_HAP_CTG3_1	54899032	54899138
MIR4327	21	30375294	30375378
RNA5SP510	X	95582064	95582162
RN7SL130P	1	63655743	63656047
U6	CHR_HSCHR19KIR_T7526_BDEL_HAP_CTG3_1	54882533	54882639
RNU7-38P	10	71844735	71844794
MIR199B	9	128244721	128244830
AP001825.2	11	84887207	84887419
RNU6-550P	4	120810469	120810569
AC092184.1	12	8597509	8597640
RNU6-201P	22	31837238	31837298
MIRLET7A3	22	46112749	46112822
SNORA75	2	49888868	49888986
RN7SL870P	3	47560229	47560524
Y_RNA	21	7663911	7664011
AC022973.1	8	129868590	129868716
SNORD114-14	14	100972103	100972177
RN7SL823P	19	16910490	16910784
MIR1284	3	71541970	71542089
RNU4-69P	5	120710698	120710840
RN7SKP129	7	94801514	94801812
Y_RNA	22	50669804	50669901
MIR6500	1	51060018	51060103
AC109486.2	5	60487713	60487929
U3	8	123180310	123180525
MIR579	5	32394378	32394475
SNORD115-20	15	25206262	25206343
RN7SL20P	22	31757202	31757498
RN7SL630P	12	93831076	93831372
RNU4-32P	12	109567975	109568115
MIR4680	10	110898090	110898155
RNU7-160P	14	103550345	103550406
Metazoa_SRP	X	129796491	129796783
RN7SL585P	13	94699223	94699502
RNU6-386P	3	77092057	77092163
MIR5197	5	143679860	143679971
